movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
457,16392,4.5,1107150170,1,1993,Thriller,"","",10736,3.97,0.78,480,356,593,296,596,8,1980,23.22,3.94,1.55,Thriller,Romance,Drama,Comedy,Fantasy
50,16392,3.5,1107150291,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,595,344,608,32,527,28,1989,13.55,3.95,1.11,Thriller,Drama,Comedy,Adventure,Action
367,16392,1.0,1107150384,0,1994,Action,Comedy,Crime,7577,3.16,1.00,231,858,597,587,364,37,1989,12.27,3.86,1.13,Thriller,Drama,Comedy,Adventure,Romance
441,16392,4.5,1107150547,1,1993,Comedy,"","",1775,3.69,0.97,750,231,858,597,587,39,1989,12.66,3.82,1.21,Thriller,Drama,Comedy,Adventure,Romance
349,16515,3.0,938904894,0,1994,Action,Crime,Drama,6309,3.64,0.81,474,110,457,"","",6,1994,1.10,3.33,0.82,Action,Thriller,War,Drama,""
480,16515,3.0,938904895,0,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,474,110,457,"","",10,1994,1.06,3.10,0.74,Action,Thriller,War,Drama,""
780,16617,3.5,1125961094,1,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,260,593,296,370,457,20,1989,12.01,2.55,1.04,Thriller,Drama,Action,Adventure,Crime
608,16617,3.5,1125961117,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,527,780,260,593,296,23,1990,11.25,2.61,1.12,Thriller,Drama,Action,Adventure,Sci-Fi
431,16617,4.5,1126015316,1,1993,Crime,Drama,"",1907,3.68,0.84,587,720,745,539,858,44,1991,8.89,2.60,1.10,Drama,Thriller,Comedy,Adventure,Crime
954,16743,3.5,1281921276,1,1939,Drama,"","",1241,4.00,0.87,922,898,"","","",2,1945,7.07,4.50,0.71,Romance,Drama,Film-Noir,Comedy,""
110,16743,2.5,1281921539,0,1995,Action,Drama,War,11637,4.04,0.97,260,318,593,480,356,14,1972,23.99,3.71,0.83,Drama,Romance,Comedy,Adventure,Musical
161,16914,4.0,839683327,1,1995,Drama,Thriller,War,5113,3.74,0.80,318,457,593,"","",7,1992,2.29,3.86,1.07,Thriller,Crime,Horror,Drama,""
589,17522,3.5,1381150996,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,541,780,150,"","",6,1992,5.24,2.92,1.24,Action,Sci-Fi,Thriller,Adventure,IMAX
762,18125,3.0,865661225,0,1996,Comedy,Crime,"",2031,2.41,1.09,58,788,"","","",9,1995,0.71,3.11,0.60,Romance,Comedy,Sci-Fi,Fantasy,Drama
14,18125,3.0,865661225,0,1995,Drama,"","",1278,3.39,0.92,58,788,"","","",10,1995,0.67,3.10,0.57,Romance,Comedy,Sci-Fi,Fantasy,Drama
434,18289,3.0,834036356,0,1993,Action,Adventure,Thriller,5380,3.06,0.92,318,165,296,"","",6,1992,2.64,3.33,0.82,Crime,Thriller,Drama,Action,Comedy
110,18289,4.0,834036445,1,1995,Action,Drama,War,11637,4.04,0.97,318,165,296,"","",10,1993,2.10,3.00,0.94,Crime,Thriller,Drama,Action,Comedy
34,18289,4.0,834036477,1,1995,Children,Drama,"",7042,3.63,1.11,457,593,300,110,318,14,1993,1.93,3.43,1.09,Thriller,Crime,Drama,Action,Horror
590,18620,3.0,1119099435,0,1990,Adventure,Drama,Western,9497,3.72,0.97,457,356,223,237,616,17,1983,18.88,3.53,1.39,Comedy,Thriller,Romance,Adventure,Children
587,18620,5.0,1119099552,1,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,367,344,1,589,380,30,1987,15.02,3.33,1.55,Comedy,Action,Adventure,Thriller,Romance
167,20312,4.0,849430026,1,1995,Drama,"","",16,3.19,1.12,1,"","","","",4,1995,0.58,3.00,0.82,Adventure,Fantasy,Children,Comedy,Animation
628,20312,3.0,849430485,0,1996,Crime,Drama,Mystery,2458,3.74,0.83,828,43,25,52,613,27,1995,0.51,3.44,0.70,Drama,Romance,Adventure,Children,Comedy
707,20312,3.0,849430628,0,1996,Crime,Drama,Thriller,1005,3.06,0.88,612,653,650,62,828,34,1995,0.51,3.47,0.66,Drama,Romance,Adventure,Comedy,Fantasy
631,20312,3.0,849430711,0,1996,Adventure,Animation,Children,480,2.71,1.24,612,653,650,62,828,39,1995,0.51,3.41,0.64,Drama,Romance,Adventure,Comedy,Fantasy
750,20373,4.5,1400330340,1,1964,Comedy,War,"",5151,4.24,0.88,527,50,858,318,14,7,1991,8.43,4.07,0.53,Drama,Crime,Thriller,Mystery,War
903,20373,5.0,1400330457,1,1958,Drama,Mystery,Romance,3051,4.13,0.81,296,593,750,527,50,10,1988,11.09,4.20,0.48,Drama,Crime,Thriller,War,Comedy
553,20375,5.0,1315109904,1,1993,Action,Drama,Western,3208,3.68,0.92,50,296,180,293,735,21,1987,13.82,4.02,0.83,Thriller,Comedy,Action,Drama,Crime
29,20375,4.0,1315110618,1,1995,Adventure,Drama,Fantasy,1859,3.92,0.97,589,628,551,32,553,26,1988,12.66,4.15,0.81,Thriller,Action,Drama,Comedy,Sci-Fi
266,20441,3.0,830185563,0,1994,Drama,Romance,War,3492,3.48,1.03,110,595,588,318,316,22,1993,1.65,3.36,1.09,Adventure,Drama,Action,Crime,Comedy
293,20441,2.0,830185783,0,1994,Action,Crime,Drama,5587,4.06,0.81,435,432,39,110,595,36,1993,1.40,3.19,1.04,Comedy,Adventure,Drama,Action,Crime
163,20441,5.0,830185971,1,1995,Action,Romance,Western,3058,3.44,0.94,333,435,432,39,110,40,1993,1.35,3.17,1.01,Comedy,Adventure,Drama,Action,Crime
610,20441,3.0,830186132,0,1981,Action,Adventure,Animation,1723,3.36,1.05,112,163,333,435,432,45,1994,1.31,3.16,1.07,Comedy,Adventure,Action,Crime,Drama
616,20441,5.0,830188371,1,1970,Animation,Children,"",1726,3.38,0.93,112,163,333,435,432,50,1993,2.25,3.10,1.04,Comedy,Adventure,Action,Crime,Drama
34,20453,4.0,1102280494,1,1995,Children,Drama,"",7042,3.63,1.11,910,356,50,913,590,8,1975,25.53,4.19,0.75,Drama,Comedy,Adventure,Western,Mystery
588,20453,5.0,1102309249,1,1992,Adventure,Animation,Children,8980,3.67,0.92,904,954,349,252,440,18,1977,24.22,4.06,0.66,Drama,Comedy,Children,Thriller,Romance
586,20453,4.0,1102339343,1,1990,Children,Comedy,"",6155,3.09,1.00,750,509,912,48,62,38,1976,23.54,4.20,0.60,Drama,Comedy,Romance,Adventure,Children
788,20453,2.0,1102339855,0,1996,Comedy,Fantasy,Romance,4208,2.87,1.08,260,595,110,802,586,52,1979,21.81,3.91,0.86,Drama,Comedy,Romance,Children,Adventure
173,20453,2.5,1102361175,0,1995,Action,Crime,Sci-Fi,3208,2.56,1.02,236,260,595,110,802,57,1981,21.27,3.82,0.89,Drama,Comedy,Romance,Children,Adventure
609,20453,2.5,1102361223,0,1996,Adventure,Children,"",561,2.98,1.09,236,260,595,110,802,58,1981,21.16,3.79,0.90,Drama,Comedy,Romance,Children,Adventure
7,20453,3.5,1102430172,1,1995,Comedy,Romance,"",2812,3.36,0.96,539,597,923,527,412,79,1978,22.22,3.75,0.88,Drama,Comedy,Romance,Musical,Children
917,20453,4.0,1110652109,1,1939,Children,Drama,"",256,3.55,0.98,940,224,261,915,916,100,1980,21.49,3.79,0.84,Romance,Drama,Comedy,Adventure,Musical
17,20453,3.5,1110652153,1,1995,Drama,Romance,"",4556,3.97,0.94,917,940,224,261,915,100,1980,21.45,3.77,0.83,Romance,Drama,Comedy,Adventure,Musical
342,20453,3.5,1206553945,1,1994,Comedy,"","",2568,3.52,1.02,951,272,520,346,587,100,1980,21.05,3.73,0.82,Romance,Drama,Comedy,Adventure,Musical
237,20453,4.0,1217255748,1,1995,Comedy,Romance,"",1411,3.20,0.90,256,508,342,951,272,100,1980,21.06,3.71,0.85,Drama,Romance,Comedy,Adventure,Musical
355,20453,2.5,1220023534,0,1994,Children,Comedy,Fantasy,2137,2.43,0.97,543,497,765,273,237,100,1982,20.24,3.67,0.82,Comedy,Romance,Drama,Adventure,Musical
150,20593,4.0,837537027,1,1995,Adventure,Drama,IMAX,10324,3.86,0.86,296,"","","","",3,1992,2.89,3.67,1.15,Thriller,Crime,Drama,Comedy,""
590,20593,4.0,837537027,1,1990,Adventure,Drama,Western,9497,3.72,0.97,150,296,"","","",4,1993,2.71,3.75,0.96,Drama,Thriller,Adventure,IMAX,Crime
367,20593,3.0,837537257,0,1994,Action,Comedy,Crime,7577,3.16,1.00,21,356,300,47,161,34,1993,1.51,3.21,0.84,Thriller,Drama,Crime,Comedy,Adventure
597,20593,3.0,837537385,0,1990,Comedy,Romance,"",7314,3.41,0.98,11,539,32,50,589,56,1993,1.51,3.09,0.98,Thriller,Drama,Comedy,Crime,Romance
442,20593,1.0,837537436,0,1993,Action,Adventure,Sci-Fi,4001,3.04,0.97,337,357,11,539,32,62,1993,1.52,3.11,0.94,Drama,Thriller,Comedy,Romance,Crime
276,20593,3.0,837537628,0,1994,Comedy,Romance,"",1214,2.97,0.95,508,223,353,36,25,86,1993,1.39,3.12,1.00,Drama,Thriller,Crime,Comedy,Romance
247,20593,4.0,837538315,1,1994,Crime,Drama,"",1650,3.85,0.90,780,608,16,246,508,100,1994,1.29,3.07,0.98,Drama,Thriller,Crime,Comedy,Action
606,20593,2.0,837538342,0,1995,Fantasy,Horror,"",340,2.52,1.12,247,780,608,16,246,100,1994,1.23,3.07,0.98,Drama,Thriller,Crime,Comedy,Action
377,20826,3.0,975363231,0,1994,Action,Romance,Thriller,9053,3.49,0.94,39,151,17,969,920,9,1977,23.13,4.56,1.01,Romance,Drama,War,Action,Comedy
588,20931,5.0,978452894,1,1992,Adventure,Animation,Children,8980,3.67,0.92,1,595,788,329,780,11,1992,5.37,4.64,0.50,Sci-Fi,Adventure,Action,Thriller,Romance
588,20962,5.0,836707295,1,1992,Adventure,Animation,Children,8980,3.67,0.92,344,296,590,592,"",4,1991,2.63,4.25,0.50,Thriller,Crime,Drama,Comedy,Action
153,20962,5.0,836707296,1,1995,Action,Adventure,Comedy,7100,2.89,0.95,165,588,344,296,590,6,1992,2.42,4.33,0.52,Thriller,Crime,Comedy,Action,Adventure
292,20962,3.0,836707446,0,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,318,316,231,329,595,13,1993,1.91,4.31,0.85,Adventure,Crime,Comedy,Action,Drama
339,20962,5.0,836707446,1,1995,Comedy,Romance,"",5030,3.52,0.92,593,318,316,231,329,15,1993,1.93,4.20,0.86,Adventure,Crime,Comedy,Action,Thriller
19,20962,1.0,836707681,0,1995,Comedy,"","",4501,2.62,1.16,34,288,110,47,410,27,1993,1.67,4.33,0.92,Thriller,Action,Crime,Adventure,Drama
356,20962,4.0,836707785,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,50,364,225,34,288,32,1993,1.58,4.19,1.20,Thriller,Crime,Drama,Action,Adventure
832,21110,3.5,1130505293,1,1996,Crime,Thriller,"",3052,3.44,0.92,908,"","","","",6,1989,14.72,2.75,0.52,Action,Thriller,Romance,Adventure,Mystery
50,21330,5.0,1318796169,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,442,145,260,296,319,7,1991,6.48,4.50,0.50,Action,Thriller,Comedy,Adventure,Crime
380,21544,4.0,961729901,1,1994,Action,Adventure,Comedy,9364,3.48,0.93,493,6,21,592,260,13,1988,14.86,3.46,1.45,Action,Crime,Thriller,Drama,Sci-Fi
32,21544,4.0,961730423,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,589,541,368,610,353,22,1989,11.86,3.77,1.34,Action,Thriller,Crime,Sci-Fi,Adventure
634,2174,1.0,851330405,0,1995,Comedy,"","",75,2.25,1.14,805,7,780,736,"",7,1995,0.49,3.43,1.51,Thriller,Action,Romance,Adventure,Sci-Fi
457,2174,4.0,851330822,1,1993,Thriller,"","",10736,3.97,0.78,491,539,168,553,587,18,1993,2.25,3.67,1.46,Drama,Romance,Action,Thriller,Comedy
31,2174,5.0,851330982,1,1995,Drama,"","",2033,3.28,0.94,383,589,207,480,593,34,1993,3.48,4.00,1.35,Drama,Action,Thriller,Romance,Adventure
445,2174,5.0,851331288,1,1993,Comedy,"","",392,2.91,0.97,858,953,541,300,185,58,1990,12.21,4.19,1.23,Drama,Action,Thriller,Romance,Adventure
344,2183,3.0,836571543,0,1994,Comedy,"","",8273,2.98,1.11,588,150,590,"","",5,1992,2.55,3.80,0.84,Adventure,Drama,Western,Musical,IMAX
595,2183,4.0,836571572,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,153,349,588,150,590,8,1992,2.30,3.75,0.71,Adventure,Drama,Action,Crime,Comedy
329,2183,4.0,836571572,1,1994,Adventure,Drama,Sci-Fi,5727,3.33,0.97,595,153,349,588,150,9,1992,2.24,3.78,0.67,Adventure,Drama,Action,Musical,IMAX
74,2183,3.0,836571678,0,1996,Drama,Romance,"",786,3.34,1.01,62,36,95,161,339,20,1993,1.95,3.80,0.70,Drama,Adventure,Thriller,Crime,Action
801,2183,3.0,836571748,0,1996,Children,Comedy,"",390,2.93,1.06,788,62,36,95,161,26,1991,7.81,3.58,0.86,Drama,Adventure,Thriller,Crime,Action
165,2183,3.0,836571843,0,1995,Action,Crime,Thriller,7392,3.50,0.89,780,802,788,62,36,31,1992,7.25,3.61,0.88,Drama,Adventure,Thriller,Action,Crime
457,2183,3.0,836571844,0,1993,Thriller,"","",10736,3.97,0.78,780,802,788,62,36,34,1992,6.93,3.56,0.86,Drama,Adventure,Thriller,Action,Crime
253,2183,3.0,836571912,0,1994,Drama,Horror,"",6010,3.50,0.94,208,185,780,802,788,39,1992,6.49,3.54,0.82,Drama,Adventure,Action,Thriller,Crime
589,22379,4.0,1111506980,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,356,541,180,466,260,9,1991,6.75,3.72,0.62,Action,Comedy,Thriller,Sci-Fi,Romance
168,22379,3.5,1375241166,1,1995,Action,Drama,Romance,2557,3.06,1.12,163,29,784,344,587,23,1992,4.62,3.65,0.59,Action,Comedy,Thriller,Sci-Fi,Drama
480,22379,3.0,1375241350,0,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,407,741,70,168,163,28,1993,4.31,3.75,0.73,Action,Thriller,Comedy,Sci-Fi,Drama
44,22379,3.0,1375241463,0,1995,Action,Adventure,Fantasy,2293,2.64,1.10,407,741,70,168,163,30,1993,4.16,3.70,0.73,Action,Thriller,Comedy,Sci-Fi,Drama
377,22379,3.0,1375241699,0,1994,Action,Romance,Thriller,9053,3.49,0.94,733,296,551,968,407,40,1992,5.45,3.52,0.75,Action,Thriller,Comedy,Sci-Fi,Drama
32,22379,3.5,1375241956,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,380,1,316,733,296,45,1993,5.17,3.48,0.75,Action,Thriller,Comedy,Sci-Fi,Drama
778,22407,5.0,1105394485,1,1996,Comedy,Crime,Drama,5195,4.00,0.90,593,923,594,2,"",5,1971,29.64,3.90,0.96,Fantasy,Children,Drama,Thriller,Horror
558,22407,3.5,1105395241,1,1994,Action,Adventure,Animation,325,2.69,1.02,596,616,1,296,150,18,1983,21.27,4.06,0.92,Drama,Comedy,Adventure,Fantasy,Children
736,22407,2.0,1105535227,0,1996,Action,Adventure,Romance,6990,3.18,1.02,595,527,377,745,551,36,1987,16.10,3.93,0.85,Children,Adventure,Drama,Comedy,Animation
587,22407,4.0,1105535250,1,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,364,595,527,377,745,39,1988,15.57,3.88,0.91,Children,Adventure,Drama,Animation,Comedy
466,22407,3.0,1105535438,0,1993,Action,Comedy,War,2919,2.91,1.02,410,587,364,595,527,44,1988,14.74,3.81,0.90,Children,Drama,Comedy,Adventure,Fantasy
485,22407,2.5,1105535468,0,1993,Action,Adventure,Comedy,2880,2.78,1.00,410,587,364,595,527,45,1988,14.58,3.79,0.89,Children,Drama,Comedy,Adventure,Fantasy
673,22407,2.5,1105535677,0,1996,Adventure,Animation,Children,2192,2.67,1.11,902,277,48,410,587,51,1988,14.32,3.73,0.89,Children,Drama,Comedy,Animation,Adventure
837,22407,4.0,1105536095,1,1996,Children,Comedy,Fantasy,1166,3.38,1.00,455,902,277,48,410,54,1989,13.99,3.68,0.90,Children,Drama,Adventure,Comedy,Animation
529,22449,3.0,983841266,0,1993,Drama,"","",2358,3.83,0.82,480,474,457,589,356,12,1989,15.85,4.08,1.08,Thriller,Action,Adventure,Comedy,Sci-Fi
69,22449,4.0,983841318,1,1995,Comedy,"","",917,3.56,1.03,428,480,474,457,589,14,1989,14.65,4.00,1.04,Thriller,Action,Adventure,Drama,Comedy
380,22449,5.0,983841523,1,1994,Action,Adventure,Comedy,9364,3.48,0.93,21,377,780,112,110,24,1991,11.33,3.92,0.88,Action,Thriller,Comedy,Adventure,Drama
89,22449,4.0,983841780,1,1995,Action,Thriller,"",705,3.18,0.90,998,145,493,507,380,36,1992,9.28,3.78,0.90,Action,Thriller,Crime,Drama,Comedy
748,22449,3.0,983841920,0,1996,Action,Sci-Fi,Thriller,1158,3.10,0.95,736,442,70,89,998,43,1992,8.51,3.72,0.96,Action,Thriller,Comedy,Adventure,Crime
464,22449,3.0,983841956,0,1993,Action,Adventure,Crime,696,2.92,0.96,736,442,70,89,998,45,1993,8.34,3.69,0.95,Action,Thriller,Comedy,Adventure,Crime
886,22449,3.0,983842179,0,1996,Action,Comedy,Crime,357,3.09,1.01,379,168,42,165,736,56,1993,7.49,3.61,0.91,Action,Thriller,Crime,Drama,Comedy
692,22449,2.0,983842368,0,1996,Action,Sci-Fi,Thriller,203,2.41,1.16,694,587,20,379,168,66,1993,6.95,3.53,0.92,Action,Thriller,Drama,Crime,Comedy
172,22449,2.0,983842373,0,1995,Action,Sci-Fi,Thriller,2722,2.70,1.03,694,587,20,379,168,68,1993,6.85,3.49,0.94,Action,Thriller,Drama,Crime,Comedy
368,22449,4.0,983843087,1,1994,Adventure,Comedy,Western,3756,3.39,0.89,180,367,852,592,440,80,1993,6.36,3.51,0.98,Action,Thriller,Comedy,Crime,Drama
785,22449,2.0,983843216,0,1996,Comedy,"","",2284,3.27,1.03,500,317,231,368,180,84,1993,6.21,3.57,1.00,Action,Comedy,Thriller,Drama,Crime
486,22449,4.0,983843908,1,1993,Comedy,"","",123,2.54,0.97,3,719,784,122,466,97,1993,5.81,3.64,1.01,Comedy,Action,Thriller,Drama,Crime
419,22449,4.0,983844472,1,1993,Comedy,"","",989,2.49,1.03,239,19,63,489,415,100,1994,1.49,3.60,1.02,Comedy,Action,Thriller,Crime,Romance
253,22684,3.0,832053754,0,1994,Drama,Horror,"",6010,3.50,0.94,300,588,296,"","",11,1993,1.97,3.18,0.87,Drama,Comedy,Thriller,Adventure,Musical
111,22684,5.0,832053825,1,1976,Crime,Drama,Thriller,5305,4.12,0.85,32,47,34,21,300,18,1993,1.65,3.28,0.83,Thriller,Drama,Comedy,Mystery,Crime
235,22684,3.0,832053916,0,1994,Comedy,Drama,"",3605,3.64,0.96,17,50,111,32,47,21,1993,4.22,3.48,0.93,Thriller,Drama,Crime,Mystery,Comedy
218,22684,2.0,832055370,0,1995,Comedy,Drama,"",934,3.26,0.97,551,80,745,82,720,39,1993,3.30,3.62,0.96,Drama,Comedy,Thriller,Crime,Children
60,22684,3.0,832055411,0,1995,Adventure,Children,Fantasy,1376,3.09,1.03,551,80,745,82,720,40,1993,3.26,3.58,0.98,Drama,Comedy,Thriller,Crime,Children
258,22684,2.0,832057349,0,1995,Adventure,Children,Comedy,365,2.59,1.04,352,350,194,509,593,52,1993,2.91,3.60,1.00,Drama,Comedy,Thriller,Crime,Romance
355,22684,1.0,832057421,0,1994,Children,Comedy,Fantasy,2137,2.43,0.97,471,352,350,194,509,54,1993,2.86,3.57,1.00,Drama,Comedy,Thriller,Crime,Romance
314,22684,4.0,832599347,1,1994,Children,Drama,Fantasy,946,3.85,0.92,72,581,337,148,471,65,1993,2.65,3.48,1.02,Drama,Comedy,Thriller,Crime,Romance
357,22684,3.0,833458483,0,1994,Comedy,Romance,"",6126,3.63,0.94,529,306,307,314,72,77,1993,6.94,3.47,0.97,Drama,Comedy,Thriller,Crime,Children
536,22684,3.0,833460115,0,1994,Drama,"","",161,3.24,0.86,529,306,307,314,72,98,1992,6.62,3.33,0.92,Drama,Comedy,Thriller,Crime,Children
801,22684,3.0,857864081,0,1996,Children,Comedy,"",390,2.93,1.06,645,538,527,728,45,100,1992,6.55,3.33,0.91,Drama,Comedy,Thriller,Romance,Mystery
869,22684,2.0,857864650,0,1996,Crime,Drama,Musical,120,3.12,1.06,714,778,645,538,527,100,1993,6.56,3.21,0.87,Drama,Comedy,Thriller,Children,Romance
908,22684,5.0,857865971,1,1959,Action,Adventure,Mystery,3429,4.23,0.74,800,714,778,645,538,100,1993,6.57,3.15,0.86,Drama,Comedy,Thriller,Mystery,Children
199,22684,4.0,857866743,1,1964,Drama,Musical,Romance,357,3.79,1.03,911,319,851,461,965,100,1986,16.95,3.28,0.84,Drama,Comedy,Mystery,Thriller,Romance
524,22999,3.5,1225694582,1,1993,Drama,"","",1697,3.54,0.95,39,733,858,32,541,22,1991,10.39,3.66,0.59,Adventure,Comedy,Action,Thriller,Sci-Fi
356,23398,3.0,835029979,0,1994,Comedy,Drama,Romance,14426,4.03,0.95,367,315,173,32,47,33,1993,1.43,3.36,0.60,Action,Thriller,Crime,Comedy,Adventure
480,23398,3.0,835030000,0,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,367,315,173,32,47,35,1993,1.40,3.34,0.59,Action,Thriller,Crime,Comedy,Adventure
277,23478,2.5,1305414839,0,1994,Drama,"","",2028,3.39,1.09,585,"","","","",2,1977,25.46,3.25,0.35,Comedy,"","","",""
953,23478,2.5,1305499995,0,1946,Drama,Fantasy,Romance,3081,4.04,0.99,954,912,919,185,593,27,1986,18.27,3.39,0.87,Adventure,Drama,Children,Comedy,Action
110,23966,4.0,1349741266,1,1995,Action,Drama,War,11637,4.04,0.97,780,592,1,919,837,6,1984,22.60,4.25,1.25,Adventure,Fantasy,Children,Action,Thriller
380,24088,5.0,956670769,1,1994,Action,Adventure,Comedy,9364,3.48,0.93,733,555,377,592,6,12,1985,15.98,4.75,0.62,Action,Thriller,Crime,Sci-Fi,Adventure
533,24088,3.0,956671027,0,1994,Action,Adventure,Fantasy,812,2.93,0.92,786,466,368,780,10,22,1989,12.51,4.68,0.65,Action,Thriller,Adventure,Crime,Comedy
376,24088,2.0,956671027,0,1994,Action,Thriller,"",2485,3.28,0.85,786,466,368,780,10,23,1990,12.25,4.61,0.72,Action,Thriller,Adventure,Crime,Comedy
990,24088,3.0,956671145,0,1996,Action,Adventure,Thriller,210,2.78,1.09,70,786,466,368,780,25,1990,11.81,4.48,0.87,Action,Thriller,Adventure,Crime,Comedy
112,24088,4.0,956671661,1,1995,Action,Adventure,Comedy,2577,3.41,0.95,367,866,293,910,296,41,1991,10.69,4.10,1.16,Action,Thriller,Crime,Adventure,Comedy
164,24088,4.0,956671661,1,1995,Crime,Film-Noir,Mystery,978,3.48,0.84,112,367,866,293,910,42,1991,10.58,4.10,1.14,Action,Thriller,Crime,Adventure,Comedy
912,24088,5.0,956672809,1,1942,Drama,Romance,"",5256,4.27,0.85,750,32,673,164,112,56,1991,10.16,3.89,1.17,Thriller,Action,Crime,Comedy,Adventure
151,24088,2.0,956672864,0,1995,Action,Drama,Romance,2767,3.57,0.92,912,750,32,673,164,57,1990,12.00,3.91,1.17,Thriller,Action,Crime,Comedy,Adventure
923,24088,5.0,956901380,1,1941,Drama,Mystery,"",3926,4.13,0.96,593,553,603,357,905,84,1989,13.71,3.71,1.15,Action,Thriller,Comedy,Crime,Adventure
805,24088,2.0,956902666,0,1996,Drama,Thriller,"",2550,3.67,0.90,454,908,923,593,553,88,1988,15.65,3.73,1.13,Thriller,Action,Comedy,Crime,Drama
272,24088,4.0,959660903,1,1994,Comedy,Drama,"",1708,3.76,0.88,494,544,474,163,39,99,1988,15.73,3.69,1.13,Action,Thriller,Comedy,Crime,Adventure
95,24088,4.0,960385352,1,1996,Action,Adventure,Thriller,4791,3.10,0.95,145,150,588,272,494,100,1988,15.76,3.66,1.13,Thriller,Action,Comedy,Crime,Drama
356,24088,5.0,960385738,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,608,435,353,161,434,100,1988,15.79,3.67,1.13,Comedy,Thriller,Action,Adventure,Crime
996,24088,5.0,960386039,1,1996,Action,Crime,Drama,697,3.01,1.01,800,920,356,608,435,100,1988,16.53,3.63,1.15,Comedy,Thriller,Action,Drama,Adventure
1,24088,5.0,960438690,1,1995,Adventure,Animation,Children,10759,3.91,0.89,111,318,47,543,707,100,1987,16.56,3.65,1.15,Comedy,Thriller,Drama,Action,Crime
62,25312,4.0,1025634409,1,1995,Drama,"","",4221,3.70,1.00,36,802,589,208,216,14,1994,1.49,3.36,1.01,Action,Sci-Fi,Drama,Adventure,Romance
393,25312,1.0,1025638440,0,1994,Action,Adventure,Fantasy,433,1.82,0.96,10,592,733,551,588,53,1992,11.10,3.62,0.99,Action,Drama,Adventure,Thriller,Musical
808,25312,2.0,1025895495,0,1996,Adventure,Children,"",181,3.13,1.16,923,10,592,733,551,56,1991,12.79,3.55,1.09,Action,Drama,Adventure,Thriller,Musical
111,25347,3.0,1005082104,0,1976,Crime,Drama,Thriller,5305,4.12,0.85,912,224,"","","",2,1968,37.48,4.50,0.71,Romance,Drama,Comedy,"",""
339,25602,3.0,828696167,0,1995,Comedy,Romance,"",5030,3.52,0.92,316,48,329,296,590,29,1993,1.61,3.79,1.37,Adventure,Drama,Thriller,Children,Comedy
256,26191,3.5,1311817309,1,1994,Comedy,Sci-Fi,"",2181,2.73,1.02,661,"","","","",4,1995,0.50,2.88,1.18,Adventure,Musical,Fantasy,Children,Animation
914,26191,4.5,1311817327,1,1964,Comedy,Drama,Musical,2155,3.91,0.96,899,256,661,"","",6,1988,17.74,3.25,1.13,Musical,Comedy,Sci-Fi,Romance,Adventure
724,26191,3.0,1311817358,0,1996,Drama,Fantasy,Horror,1894,3.03,0.99,914,899,256,661,"",8,1986,17.59,3.25,1.16,Musical,Comedy,Romance,Sci-Fi,Adventure
272,2626,4.0,1417848012,1,1994,Comedy,Drama,"",1708,3.76,0.88,965,608,50,908,293,12,1986,19.32,3.71,0.78,Thriller,Action,Adventure,Mystery,Drama
95,2660,3.0,866800257,0,1996,Action,Adventure,Thriller,4791,3.10,0.95,648,32,736,780,"",5,1995,0.55,3.60,0.89,Thriller,Action,Adventure,Sci-Fi,Mystery
376,2660,3.0,866878593,0,1994,Action,Thriller,"",2485,3.28,0.85,786,733,648,32,736,17,1994,4.56,3.24,0.90,Thriller,Action,Adventure,Sci-Fi,Mystery
765,2660,2.0,867132081,0,1996,Comedy,Drama,"",1063,3.05,1.01,990,786,733,648,32,26,1994,3.69,3.15,0.78,Thriller,Action,Adventure,Sci-Fi,Mystery
919,26665,2.0,1033946811,0,1939,Adventure,Children,Fantasy,5138,3.98,0.94,527,356,"","","",2,1993,0.71,4.00,0.00,War,Drama,Romance,Comedy,""
339,26665,3.0,1033947845,0,1995,Comedy,Romance,"",5030,3.52,0.92,915,597,838,527,356,11,1985,19.66,3.45,0.82,Romance,Comedy,Drama,War,""
337,26665,4.0,1070216088,1,1993,Drama,"","",3889,3.76,0.86,529,357,261,293,364,41,1987,15.85,3.63,0.70,Drama,Romance,Comedy,Thriller,Action
